Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
NASCAR Racing;PS;1996;Racing;Pioneer LDC;23;16;0;3;41
NASCAR Rumble;PS;2000;Racing;Electronic Arts;31;21;0;4;56
NASCAR The Game: Inside Line;X360;2012;Racing;Activision;9;0;0;1;1
NASCAR The Game: Inside Line;PS3;2012;Racing;Activision;7;0;0;1;8
NASCAR Thunder 2002;PS2;2001;Racing;Electronic Arts;57;44;0;15;116
NASCAR Thunder 2002;PS;2001;Racing;Electronic Arts;23;16;0;3;42
NASCAR Thunder 2002;XB;2001;Racing;Electronic Arts;25;7;0;1;33
NASCAR Thunder 2003;PS2;N/A;Racing;Unknown;6;46;0;16;122
NASCAR Thunder 2003;GC;2002;Racing;Electronic Arts;24;6;0;1;31
NASCAR Thunder 2003;XB;2002;Racing;Electronic Arts;2;6;0;1;27
NASCAR Thunder 2004;PS2;2003;Racing;Electronic Arts;53;41;0;14;108
NASCAR Thunder 2004;XB;2003;Racing;Electronic Arts;18;5;0;1;23
NASCAR Unleashed;Wii;2011;Racing;Activision;18;0;0;1;2
NASCAR Unleashed;3DS;2011;Racing;Activision;18;0;0;1;19
NASCAR Unleashed;X360;2011;Racing;Activision;11;0;0;1;12
NASCAR Unleashed;PS3;2011;Racing;Activision;9;0;0;1;1
NASCAR: Dirt to Daytona;PS2;N/A;Racing;Unknown;28;22;0;7;58
NASCAR: Dirt to Daytona;GC;2002;Racing;Infogrames;7;2;0;0;9
Natalie Brooks: Mystery at Hillcrest High;DS;2012;Action;Licensed 4U;0;2;0;0;2
NatGeo Challenge! Wild Life;PS3;2010;Misc;Black Bean Games;5;3;0;1;1
NatGeo Challenge! Wild Life;Wii;2010;Misc;Black Bean Games;4;0;0;0;4
NatGeo Challenge! Wild Life;X360;2010;Misc;Black Bean Games;0;2;0;0;3
National Geographic Challenge!;Wii;2011;Misc;Black Bean Games;8;2;0;1;11
National Geographic Challenge!;X360;N/A;Misc;Unknown;6;0;0;0;7
National Geographic Challenge!;PS3;2011;Misc;Black Bean Games;1;3;0;1;5
National Geographic Panda (JP sales);DS;2008;Simulation;Ubisoft;0;0;1;0;1
National Geographic Panda (US sales);DS;2008;Simulation;Ubisoft;4;0;0;0;4
Natsuiro High School: Seishun Hakusho;PS4;2015;Action;D3Publisher;0;0;2;0;2
Natsuiro High School: Seishun Hakusho;PS3;2015;Action;D3Publisher;0;0;2;0;2
Natsuiro no Sunadokei;PS2;2002;Adventure;Princess Soft;0;0;2;0;2
Natsuzora no Monologue;PSP;2013;Adventure;Otomate;0;0;1;0;1
Natural Doctrine;PS4;2014;Role-Playing;Nippon Ichi Software;5;2;2;1;1
Natural Doctrine;PSV;2014;Role-Playing;Nippon Ichi Software;3;2;3;1;8
Natural Doctrine;PS3;2014;Role-Playing;Nippon Ichi Software;3;1;1;1;5
Naughty Bear;PS3;2010;Action;505 Games;18;18;0;7;44
Naughty Bear;X360;2010;Action;505 Games;21;16;0;4;41
Naval Assault: The Killing Tide;X360;2010;Simulation;505 Games;8;7;0;2;17
Naval Ops: Commander;PS2;2004;Simulation;Tecmo Koei;3;2;0;1;5
Naval Ops: Warship Gunner;PS2;2003;Simulation;Tecmo Koei;5;4;0;1;11
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel;PS2;2008;Misc;Naxat Soft;0;0;1;0;1
Nayuta no Kiseki;PSP;2012;Action;Nihon Falcom Corporation;0;0;14;0;14
Nazo Waku Yakata: Oto no Ma ni Ma ni;3DS;2011;Misc;Capcom;0;0;5;0;5
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!;3DS;2014;Action;Namco Bandai Games;0;0;6;0;6
NBA;PSP;2005;Sports;Sony Computer Entertainment;2;0;0;2;21
NBA 06;PS2;2005;Sports;Sony Computer Entertainment;26;2;0;7;53
NBA 06;PSP;2005;Sports;Sony Computer Entertainment;2;0;0;2;22
NBA 07;PS3;2006;Sports;Sony Computer Entertainment;24;0;1;2;26
NBA 07;PSP;2006;Sports;Sony Computer Entertainment;18;0;0;2;2
NBA 07;PS2;2006;Sports;Sony Computer Entertainment;1;1;0;0;2
NBA 08;PS3;2007;Sports;Sony Computer Entertainment;12;0;0;1;13
NBA 08;PS2;2007;Sports;Sony Computer Entertainment;6;5;0;2;13
NBA 08;PSP;2007;Sports;Sony Computer Entertainment;3;0;0;0;3
NBA 09: The Inside;PSP;2008;Sports;Sony Computer Entertainment;16;0;0;1;17
NBA 09: The Inside;PS2;2008;Sports;Sony Computer Entertainment;8;6;0;2;17
NBA 09: The Inside;PS3;2008;Sports;Sony Computer Entertainment;14;0;0;1;15
NBA 10: The Inside;PSP;2009;Sports;Sony Computer Entertainment;7;0;0;1;8
NBA 2K;DC;1999;Sports;Sega;0;0;5;0;5
NBA 2K10;X360;2009;Sports;Take-Two Interactive;88;2;0;8;97
NBA 2K10;PS3;2009;Sports;Take-Two Interactive;75;1;1;7;84
NBA 2K10;PS2;2009;Sports;Take-Two Interactive;33;1;0;5;4
NBA 2K10;Wii;2009;Sports;Take-Two Interactive;36;0;0;3;39
NBA 2K10;PSP;2009;Sports;Take-Two Interactive;3;0;0;3;32
NBA 2K11;X360;2010;Action;Take-Two Interactive;184;12;1;13;209
NBA 2K11;PS3;2010;Action;Take-Two Interactive;141;21;3;16;18
NBA 2K11;Wii;2010;Action;Take-Two Interactive;47;1;0;3;51
NBA 2K11;PSP;2010;Action;Take-Two Interactive;39;0;0;3;42
NBA 2K11;PS2;2010;Action;Take-Two Interactive;34;1;0;6;41
NBA 2K11;PC;2010;Action;Take-Two Interactive;18;0;0;1;19
NBA 2K12;X360;2011;Sports;Take-Two Interactive;231;14;1;16;262
NBA 2K12;PS3;2011;Sports;Take-Two Interactive;161;27;5;18;211
NBA 2K12;Wii;2011;Sports;Take-Two Interactive;3;3;0;2;36
NBA 2K12;PSP;2011;Sports;Take-Two Interactive;22;3;0;3;28
NBA 2K12;PC;2011;Sports;Take-Two Interactive;9;5;0;2;16
NBA 2K13;X360;2012;Sports;Take-Two Interactive;26;21;1;19;3
NBA 2K13;PS3;2012;Sports;Take-Two Interactive;172;44;5;27;248
NBA 2K13;Wii;2012;Sports;Take-Two Interactive;39;3;0;3;45
NBA 2K13;WiiU;2012;Sports;Take-Two Interactive;8;4;0;1;14
NBA 2K13;PC;2012;Sports;Take-Two Interactive;0;2;0;0;3
NBA 2K14;X360;2013;Sports;Take-Two Interactive;21;2;0;17;247
NBA 2K14;PS3;2013;Sports;Take-Two Interactive;143;33;4;25;205
NBA 2K14;PS4;2013;Sports;Take-Two Interactive;89;31;1;12;133
NBA 2K14;XOne;2013;Sports;Take-Two Interactive;7;11;0;6;87
NBA 2K15;PS4;2014;Sports;Take-Two Interactive;146;54;1;37;238
NBA 2K15;XOne;2014;Sports;Take-Two Interactive;136;18;0;15;169
NBA 2K15;X360;2014;Sports;Take-Two Interactive;133;14;0;15;163
NBA 2K15;PS3;2014;Sports;Take-Two Interactive;86;27;2;22;136
NBA 2K16;PS4;2015;Sports;Take-Two Interactive;248;65;3;69;385
NBA 2K16;XOne;2015;Sports;Take-Two Interactive;193;14;0;24;232
NBA 2K16;X360;2015;Sports;Take-Two Interactive;77;1;0;1;97
NBA 2K16;PS3;2015;Sports;Take-Two Interactive;44;19;3;13;8
NBA 2K16;PC;2015;Sports;Take-Two Interactive;2;6;0;1;9
NBA 2K17;PS4;2016;Sports;Take-Two Interactive;83;14;0;22;119
NBA 2K17;XOne;2016;Sports;Take-Two Interactive;54;4;0;7;64
NBA 2K17;X360;2016;Sports;Take-Two Interactive;4;0;0;1;5
NBA 2K17;PS3;2016;Sports;Take-Two Interactive;3;1;0;1;5
NBA 2K2;PS2;2002;Sports;Sega;59;46;1;15;122
NBA 2K2;XB;2002;Sports;Sega;15;4;0;1;2
NBA 2K2;GC;2002;Sports;Sega;9;2;0;0;12
NBA 2K3;PS2;2002;Sports;Sega;51;4;0;13;105
NBA 2K3;XB;2002;Sports;Sega;24;7;0;1;32
NBA 2K3;GC;2002;Sports;Sega;12;3;0;0;16
NBA 2K6;PS2;2005;Action;Take-Two Interactive;43;34;0;11;88
NBA 2K6;XB;2005;Action;Take-Two Interactive;27;8;0;1;36
NBA 2K6;X360;2005;Action;Take-Two Interactive;21;1;0;2;23
NBA 2K7;PS2;2006;Sports;Take-Two Interactive;65;2;0;11;78
NBA 2K7;X360;2006;Sports;Take-Two Interactive;53;0;0;4;58
NBA 2K7;PS3;2006;Sports;Take-Two Interactive;3;4;0;4;38
NBA 2K7;XB;2006;Sports;Take-Two Interactive;2;1;0;0;3
NBA 2K8;X360;2007;Sports;Take-Two Interactive;79;0;0;7;85
NBA 2K8;PS2;2007;Sports;Take-Two Interactive;5;2;0;8;6
NBA 2K8;PS3;2007;Sports;Take-Two Interactive;5;1;0;5;55
NBA 2K9;X360;2008;Sports;Take-Two Interactive;1;16;0;11;127
NBA 2K9;PS3;2008;Sports;Take-Two Interactive;56;0;0;5;61
NBA 2K9;PS2;2008;Sports;Take-Two Interactive;34;1;0;6;41
NBA Ballers;PS2;2004;Sports;Midway Games;81;63;0;21;166
NBA Ballers;XB;2004;Sports;Midway Games;37;11;0;2;51
NBA Ballers: Chosen One;X360;2008;Sports;Midway Games;17;0;0;1;19
NBA Ballers: Chosen One;PS3;2008;Sports;Midway Games;12;0;0;1;13
NBA Ballers: Phenom;PS2;2006;Sports;Midway Games;23;18;0;6;47
NBA Ballers: Phenom;XB;2006;Sports;Midway Games;9;3;0;0;13
NBA Ballers: Rebound;PSP;2006;Sports;Midway Games;9;0;0;1;1
NBA Courtside 2 featuring Kobe Bryant;N64;1999;Sports;Nintendo;2;5;0;0;25
NBA Courtside 2002;GC;2002;Sports;Nintendo;19;5;0;1;25
NBA Hangtime;N64;1997;Sports;GT Interactive;48;8;0;0;57
NBA Hangtime;PS;1996;Sports;Midway Games;3;2;0;0;6
NBA Hoopz;PS2;2001;Sports;Midway Games;9;7;0;2;18
NBA Hoopz;PS;2001;Sports;Midway Games;7;5;0;1;13
NBA In The Zone;PS;1995;Sports;Konami Digital Entertainment;16;11;0;2;28
NBA in the Zone 2000;PS;2000;Sports;Konami Digital Entertainment;12;8;0;1;21
NBA in the Zone 2000;N64;2000;Sports;Konami Digital Entertainment;4;0;0;0;4
NBA In The Zone '98;N64;1997;Sports;Konami Digital Entertainment;25;2;0;0;27
NBA In The Zone '99;N64;1998;Sports;Konami Digital Entertainment;4;0;0;0;4
NBA Inside Drive 2002;XB;2002;Sports;Microsoft Game Studios;28;8;0;1;37
NBA Inside Drive 2003;XB;2002;Sports;Microsoft Game Studios;23;7;0;1;31
NBA Inside Drive 2004;XB;2003;Sports;Microsoft Game Studios;13;4;0;1;17
NBA Jam;GEN;1992;Sports;Arena Entertainment;175;25;0;5;205
NBA Jam;SNES;1994;Sports;Acclaim Entertainment;119;16;0;3;139
NBA Jam;Wii;2010;Sports;Electronic Arts;38;3;0;3;43
NBA Jam;PS2;2003;Sports;Acclaim Entertainment;2;16;0;5;41
NBA Jam;X360;2010;Sports;Electronic Arts;27;1;0;3;4
NBA Jam;PS3;2010;Sports;Electronic Arts;22;12;0;6;4
NBA Jam;XB;2003;Sports;Acclaim Entertainment;1;3;0;0;14
NBA Jam 2000;N64;1999;Sports;Acclaim Entertainment;12;1;0;0;13
NBA Jam 2002;GBA;2002;Sports;Acclaim Entertainment;8;3;0;0;11
NBA Jam 99;N64;1998;Sports;Acclaim Entertainment;25;2;0;0;27
NBA Jam Extreme;PS;1996;Sports;Acclaim Entertainment;12;8;0;1;22
NBA Jam Tournament Edition;GEN;1994;Sports;Acclaim Entertainment;95;14;0;3;111
NBA Jam Tournament Edition;SNES;1995;Sports;Acclaim Entertainment;87;12;0;2;101
NBA Jam Tournament Edition;PS;1995;Sports;Acclaim Entertainment;14;9;0;2;25
NBA Live 06;XB;2005;Sports;Electronic Arts;57;4;0;3;64
NBA Live 06;PSP;2005;Sports;Electronic Arts;39;0;0;3;42
NBA Live 06;GC;2005;Sports;Electronic Arts;25;7;0;1;33
NBA Live 06;X360;2005;Sports;Electronic Arts;27;0;0;2;29
NBA Live 06 (All region sales);PS2;2005;Sports;Electronic Arts;144;15;0;5;164
NBA Live 06 (Weekly american sales);PS2;2005;Sports;Electronic Arts;135;5;0;2;142
NBA Live 07;PS2;2006;Sports;Electronic Arts;107;4;2;17;13
NBA Live 07;PSP;2006;Sports;Electronic Arts;47;0;0;4;51
NBA Live 07;X360;2006;Sports;Electronic Arts;42;0;0;4;46
NBA Live 07;XB;2006;Sports;Electronic Arts;4;1;0;0;6
NBA Live 08;PS2;2007;Sports;Electronic Arts;59;2;1;1;72
NBA Live 08;PS3;2007;Sports;Electronic Arts;56;2;1;5;64
NBA Live 08;X360;2007;Sports;Electronic Arts;47;0;0;4;52
NBA Live 08;PSP;2007;Sports;Electronic Arts;28;0;0;2;31
NBA Live 08;Wii;2007;Sports;Electronic Arts;17;0;0;2;18
NBA Live 09;X360;2008;Sports;Electronic Arts;5;14;0;7;71
NBA Live 09;PS3;2008;Sports;Electronic Arts;46;0;2;4;52
NBA Live 09;PS2;2008;Sports;Electronic Arts;32;1;1;5;39
NBA Live 09;PSP;2008;Sports;Electronic Arts;23;7;3;6;39
NBA Live 09 All-Play;Wii;2008;Sports;Electronic Arts;19;1;0;2;22
NBA Live 10;PS3;2009;Sports;Electronic Arts;46;3;1;5;54
NBA Live 10;X360;2009;Sports;Electronic Arts;4;2;0;3;45
NBA Live 10;PSP;2009;Sports;Electronic Arts;21;0;1;2;24
NBA Live 14;PS4;2013;Sports;Electronic Arts;14;5;0;3;22
NBA Live 14;XOne;2013;Sports;Electronic Arts;16;2;0;1;19
NBA Live 15;PS4;2014;Sports;Electronic Arts;15;4;0;4;23
NBA Live 15;XOne;2014;Sports;Electronic Arts;17;2;0;2;2
NBA Live 16;PS4;2015;Sports;Electronic Arts;1;4;0;3;17
NBA Live 16;XOne;2015;Sports;Electronic Arts;8;1;0;1;1
NBA Live 2000;PS;1998;Sports;Electronic Arts;143;5;0;3;152
NBA Live 2000;N64;1999;Sports;Electronic Arts;42;2;0;0;44
NBA Live 2001;PS;2000;Sports;Electronic Arts;7;47;0;8;125
NBA Live 2001;PS2;2001;Sports;Electronic Arts;52;4;4;13;11
NBA Live 2002;PS2;2001;Sports;Electronic Arts;91;71;0;24;186
NBA Live 2002;PS;2001;Sports;Electronic Arts;29;19;0;3;52
NBA Live 2002;XB;2001;Sports;Electronic Arts;35;3;0;2;4
NBA Live 2003;PS2;2002;Sports;Electronic Arts;125;15;3;22;166
NBA Live 2003;XB;N/A;Sports;Electronic Arts;31;4;0;1;36
NBA Live 2003;GC;N/A;Sports;Electronic Arts;23;6;0;1;3
NBA Live 2004;PS2;2003;Sports;Electronic Arts;157;18;0;27;203
NBA Live 2004;XB;2003;Sports;Electronic Arts;44;4;0;2;51
NBA Live 2004;GC;2003;Sports;Electronic Arts;21;5;0;1;27
NBA Live 2005;PS2;2004;Sports;Electronic Arts;203;21;0;35;259
NBA Live 2005;XB;2004;Sports;Electronic Arts;81;5;0;4;9
NBA Live 2005;GC;2004;Sports;Electronic Arts;35;9;0;1;45
NBA Live 96;PS;1996;Sports;Electronic Arts;16;11;4;2;33
NBA Live 97;PS;1996;Sports;Electronic Arts;55;38;0;7;1
NBA Live 98;PS;1997;Sports;Electronic Arts;141;6;0;4;151
NBA Live 99;PS;1997;Sports;Electronic Arts;113;5;0;3;122
NBA Live 99;N64;1998;Sports;Electronic Arts;45;2;0;0;47
NBA ShootOut;PS;1995;Sports;Sony Computer Entertainment;17;12;0;2;31
NBA ShootOut 2000;PS;1999;Sports;989 Studios;22;15;0;3;4
NBA ShootOut 2001;PS;2000;Sports;Sony Computer Entertainment;15;1;0;2;27
NBA ShootOut 2001;PS2;2001;Sports;Sony Computer Entertainment;7;6;0;2;15
NBA ShootOut 2002;PS;2001;Sports;Sony Computer Entertainment;8;5;0;1;14
NBA ShootOut 2003;PS2;2002;Sports;Sony Computer Entertainment;11;9;0;3;23
NBA ShootOut 2004;PS2;2003;Sports;Sony Computer Entertainment;13;1;0;3;26
NBA ShootOut '97;PS;1997;Sports;Sony Computer Entertainment;35;24;0;4;62
NBA ShootOut 98;PS;1998;Sports;Sony Computer Entertainment;43;29;0;5;78
NBA Showtime: NBA on NBC;PS;1999;Sports;Midway Games;31;21;0;4;55
NBA Showtime: NBA on NBC;N64;1999;Sports;Midway Games;23;2;0;0;25
NBA Starting Five;PS2;N/A;Sports;Unknown;9;7;0;2;18
NBA Starting Five;XB;2002;Sports;Konami Digital Entertainment;2;1;0;0;2
NBA Street;PS2;2001;Sports;Electronic Arts;219;22;0;38;279
NBA Street;GC;2002;Sports;Electronic Arts;33;9;0;1;42
NBA Street Homecourt;X360;2007;Sports;Electronic Arts;45;1;0;4;5
NBA Street Homecourt;PS3;2007;Sports;Electronic Arts;12;2;0;2;15
NBA Street V3;PS2;2005;Sports;Electronic Arts;52;41;0;14;106
NBA Street V3;XB;2005;Sports;Electronic Arts;28;3;0;1;32
NBA Street V3;GC;2005;Sports;Electronic Arts;23;6;0;1;29
NBA Street Vol. 2;PS2;2003;Sports;Electronic Arts;169;2;0;6;195
NBA Street Vol. 2;XB;2003;Sports;Electronic Arts;62;4;0;2;68
NBA Street Vol. 2;GC;N/A;Sports;Electronic Arts;41;11;0;1;54
NBA Street: Showdown;PSP;2005;Sports;Electronic Arts;2;0;0;2;23
NCAA Basketball 09;PS2;2008;Sports;Electronic Arts;14;11;0;4;28
NCAA Basketball 09;X360;2008;Sports;Electronic Arts;2;0;0;2;22
NCAA Basketball 09;PS3;2008;Sports;Electronic Arts;15;0;0;1;17
NCAA Basketball 10;PS3;2009;Sports;Electronic Arts;31;0;0;3;33
NCAA Basketball 10;X360;2009;Sports;Electronic Arts;3;0;0;2;32
NCAA Basketball Final Four 97;PS;1997;Sports;Mindscape;8;5;0;1;14
NCAA College Basketball 2K3;PS2;2002;Sports;Sega;12;9;0;3;24
NCAA College Basketball 2K3;XB;2002;Sports;Sega;11;3;0;1;14
NCAA College Football 2K3;GC;2002;Sports;Sega;5;1;0;0;7
NCAA Final Four 2000;PS;1999;Sports;989 Sports;21;14;0;2;38
NCAA Final Four 2001;PS2;2000;Sports;Sony Computer Entertainment;9;7;0;2;19
NCAA Final Four 2001;PS;2000;Sports;Sony Computer Entertainment;9;6;0;1;16
NCAA Final Four 2002;PS2;2001;Sports;Sony Computer Entertainment;15;12;0;4;31
NCAA Final Four 2003;PS2;2002;Sports;Sony Computer Entertainment;9;7;0;2;19
NCAA Final Four 2004;PS2;2003;Sports;Sony Computer Entertainment;1;8;0;3;2
NCAA Football 06;PS2;2005;Sports;Electronic Arts;153;5;0;25;184
NCAA Football 06;XB;2005;Sports;Electronic Arts;73;21;0;3;97
NCAA Football 07;PS2;2006;Sports;Electronic Arts;141;5;0;23;17
NCAA Football 07;X360;2006;Sports;Electronic Arts;67;0;0;6;73
NCAA Football 07;XB;2006;Sports;Electronic Arts;42;12;0;1;56
NCAA Football 07;PSP;2006;Sports;Electronic Arts;34;0;0;3;37
NCAA Football 08;PS2;2007;Sports;Electronic Arts;65;3;0;11;79
NCAA Football 08;X360;2007;Sports;Electronic Arts;65;0;0;5;7
NCAA Football 08;PS3;2007;Sports;Electronic Arts;35;0;0;3;38
NCAA Football 08;XB;2007;Sports;Electronic Arts;6;2;0;0;8
NCAA Football 09;X360;2008;Sports;Electronic Arts;65;0;0;5;71
NCAA Football 09;PS3;2008;Sports;Electronic Arts;54;0;0;4;58
NCAA Football 09;PS2;2008;Sports;Electronic Arts;4;2;0;7;48
NCAA Football 09;PSP;2008;Sports;Electronic Arts;21;0;0;2;23
NCAA Football 09 All-Play;Wii;2008;Sports;Electronic Arts;16;0;0;1;17
NCAA Football 10;X360;2009;Sports;Electronic Arts;87;0;0;7;94
NCAA Football 10;PS3;2009;Sports;Electronic Arts;75;0;0;6;81
NCAA Football 10;PS2;2009;Sports;Electronic Arts;28;22;0;7;58
NCAA Football 10;PSP;2009;Sports;Electronic Arts;19;0;0;2;21
NCAA Football 11;X360;2010;Sports;Electronic Arts;86;0;0;6;92
NCAA Football 11;PS3;2010;Sports;Electronic Arts;79;0;0;6;84
NCAA Football 11;PS2;2010;Sports;Electronic Arts;19;15;0;5;38
NCAA Football 12;X360;2011;Sports;Electronic Arts;94;0;0;6;99
NCAA Football 12;PS3;2011;Sports;Electronic Arts;78;0;0;5;83
NCAA Football 13;X360;2012;Action;Electronic Arts;102;0;0;6;108
NCAA Football 13;PS3;2012;Action;Electronic Arts;82;0;0;6;87
NCAA Football 14;X360;2013;Sports;Electronic Arts;101;0;0;6;107
NCAA Football 14;PS3;2013;Sports;Electronic Arts;75;0;0;6;8
NCAA Football 2000;PS;1999;Sports;Electronic Arts;53;36;0;6;95
NCAA Football 2001;PS;2000;Sports;Electronic Arts;39;26;0;5;7
NCAA Football 2002;PS2;2001;Sports;Electronic Arts;77;6;0;2;157
NCAA Football 2003;PS2;2002;Sports;Electronic Arts;116;8;0;19;144
NCAA Football 2003;XB;2002;Sports;Electronic Arts;39;11;0;2;52
NCAA Football 2003;GC;2002;Sports;Electronic Arts;16;4;0;1;21
NCAA Football 2004;PS2;2003;Sports;Electronic Arts;135;9;0;23;167
NCAA Football 2004;XB;2003;Sports;Electronic Arts;4;2;0;2;43
NCAA Football 2004;GC;2003;Sports;Electronic Arts;12;3;0;0;15
NCAA Football 2005;PS2;2004;Sports;Electronic Arts;132;9;0;22;162
NCAA Football 2005;XB;2004;Sports;Electronic Arts;63;2;0;3;68
NCAA Football 2005;GC;2004;Sports;Electronic Arts;17;4;0;1;22
NCAA Football 98;PS;1997;Sports;Electronic Arts;39;27;0;5;7
NCAA Football 99;PS;1998;Sports;Electronic Arts;59;4;0;7;106
NCAA Gamebreaker;PS;1996;Sports;Sony Computer Entertainment;15;1;0;2;26
NCAA GameBreaker 2000;PS;1999;Sports;989 Studios;22;15;0;3;4
NCAA GameBreaker 2001;PS;2000;Sports;Sony Computer Entertainment;18;12;0;2;33
NCAA GameBreaker 2001;PS2;2000;Sports;Sony Computer Entertainment;7;6;0;2;15
NCAA GameBreaker 2003;PS2;2002;Sports;Sony Computer Entertainment;11;9;0;3;23
NCAA GameBreaker 2004;PS2;2003;Sports;Sony Computer Entertainment;11;9;0;3;23
NCAA Gamebreaker 99;PS;1998;Sports;989 Studios;25;17;0;3;45
NCAA March Madness 06;PS2;2005;Sports;Electronic Arts;45;2;0;7;53
NCAA March Madness 06;XB;2005;Sports;Electronic Arts;15;4;0;1;2
NCAA March Madness 07;PS2;2007;Sports;Electronic Arts;28;22;0;7;56
NCAA March Madness 07;X360;2007;Sports;Electronic Arts;19;0;0;2;21
NCAA March Madness 08;PS2;2007;Sports;Electronic Arts;13;1;0;3;26
NCAA March Madness 08;X360;2007;Sports;Electronic Arts;2;0;0;2;21
NCAA March Madness 08;PS3;2007;Sports;Electronic Arts;8;0;0;1;9
NCAA March Madness 2003;PS2;2002;Sports;Electronic Arts;32;25;0;8;66
NCAA March Madness 2004;PS2;2003;Sports;Electronic Arts;5;39;0;13;103
NCAA March Madness 2004;XB;2003;Sports;Electronic Arts;18;5;0;1;24
NCAA March Madness 2005;PS2;2004;Sports;Electronic Arts;44;2;0;7;53
NCAA March Madness 2005;XB;2004;Sports;Electronic Arts;21;6;0;1;28
NCIS;X360;2011;Adventure;Ubisoft;1;3;0;1;14
NCIS;Wii;2011;Adventure;Ubisoft;8;4;0;1;14
NCIS;PS3;2011;Adventure;Ubisoft;7;4;0;2;13
NCIS;PC;2011;Adventure;Ubisoft;1;2;0;1;4
NCIS 3D;3DS;2011;Adventure;Ubisoft;6;4;0;1;11
Nectaris: Military Madness;PS;1998;Strategy;Hudson Soft;2;1;0;0;3
Need for Speed (2015);PS4;2015;Racing;Electronic Arts;49;149;5;36;239
Need for Speed (2015);XOne;2015;Racing;Electronic Arts;3;33;0;6;68
Need for Speed (2015);PC;2016;Racing;Electronic Arts;0;3;0;0;3
Need for Speed Carbon;X360;2006;Racing;Electronic Arts;76;7;2;18;166
Need for Speed Carbon;PS2;2006;Racing;Electronic Arts;122;5;5;1;134
Need for Speed Carbon;Wii;2006;Racing;Electronic Arts;46;66;2;15;129
Need for Speed Carbon;PS3;2006;Racing;Electronic Arts;49;52;3;21;126
Need for Speed Carbon;XB;2006;Racing;Electronic Arts;35;1;0;2;47
Need for Speed Carbon;GC;2006;Racing;Electronic Arts;27;7;0;1;35
Need for Speed Carbon;PC;2006;Racing;Electronic Arts;0;4;0;1;5
Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts;87;98;0;59;244
Need for Speed Carbon: Own the City;DS;2006;Racing;Electronic Arts;17;2;0;2;21
Need for Speed III: Hot Pursuit;PS;1998;Racing;Electronic Arts;214;86;0;13;312
Need for Speed Rivals;PS4;2013;Racing;Electronic Arts;73;91;3;22;189
Need for Speed Rivals;PS3;2013;Racing;Electronic Arts;33;74;5;31;144
Need for Speed Rivals;X360;2013;Racing;Electronic Arts;37;38;1;8;84
Need for Speed Rivals;XOne;2013;Racing;Electronic Arts;45;17;0;5;67
Need for Speed Rivals;PC;2013;Racing;Electronic Arts;4;19;0;4;27
Need for Speed Underground;PS2;2003;Racing;Electronic Arts;327;283;8;102;72
Need for Speed Underground;XB;2003;Racing;Electronic Arts;109;55;0;7;171
Need for Speed Underground;GC;2003;Racing;Electronic Arts;69;48;1;3;121
Need for Speed Underground;GBA;2003;Racing;Electronic Arts;21;8;0;1;29
Need for Speed Underground;PC;2003;Racing;Electronic Arts;0;4;0;1;5
Need for Speed Underground 2;PS2;2004;Racing;Electronic Arts;271;302;8;109;69
Need for Speed Underground 2;XB;2004;Racing;Electronic Arts;138;8;0;1;228
Need for Speed Underground 2;GC;2004;Racing;Electronic Arts;7;39;1;3;114
Need for Speed Underground 2;GBA;2004;Racing;Electronic Arts;31;12;0;1;43
Need for Speed Underground 2;DS;2005;Racing;Electronic Arts;11;2;0;1;14
Need for Speed Underground 2;PC;2004;Racing;Electronic Arts;0;6;0;1;8
Need for Speed Underground Rivals;PSP;2005;Racing;Electronic Arts;69;38;2;24;132
Need For Speed: High Stakes;PS;1999;Racing;Electronic Arts;158;64;0;9;231
Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts;105;125;3;48;281
Need for Speed: Hot Pursuit;X360;2010;Racing;Electronic Arts;103;98;0;21;222
Need for Speed: Hot Pursuit;Wii;2010;Racing;Electronic Arts;18;24;0;5;48
Need for Speed: Hot Pursuit;PC;2010;Racing;Electronic Arts;12;2;0;6;38
Need for Speed: Hot Pursuit 2;PS2;2002;Racing;Electronic Arts;168;31;2;9;211
Need for Speed: Hot Pursuit 2;XB;2002;Racing;Electronic Arts;68;11;0;3;82
Need for Speed: Hot Pursuit 2;GC;2002;Racing;Electronic Arts;68;9;0;2;8
Need for Speed: Most Wanted;PS2;2005;Racing;Electronic Arts;203;179;8;47;437
Need for Speed: Most Wanted;PS3;2012;Racing;Electronic Arts;71;151;6;61;289
Need for Speed: Most Wanted;X360;2012;Racing;Electronic Arts;62;8;1;15;158
Need for Speed: Most Wanted;X360;2005;Racing;Electronic Arts;1;17;2;1;129
Need for Speed: Most Wanted;PSV;2012;Racing;Electronic Arts;38;52;1;25;116
Need for Speed: Most Wanted;XB;2005;Racing;Electronic Arts;53;46;0;5;104
Need for Speed: Most Wanted;GC;2005;Racing;Electronic Arts;43;11;0;2;56
Need for Speed: Most Wanted;PC;2005;Racing;Electronic Arts;2;23;0;5;3
Need for Speed: Most Wanted;WiiU;2013;Racing;Electronic Arts;14;12;0;2;28
